2026-02-10 15:47:17.135 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1242) | response=81 tokens | total=1.32K tokens (1323) | latency=4248ms
2026-02-17 22:06:50.122 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1947) | response=119 tokens | total=2.07K tokens (2066) | latency=1558ms
2026-02-17 22:06:51.821 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1980) | response=126 tokens | total=2.11K tokens (2106) | latency=1681ms
2026-02-17 22:06:53.736 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1994) | response=83 tokens | total=2.08K tokens (2077) | latency=1851ms
2026-02-17 22:06:58.700 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=90 tokens | total=1.23K tokens (1229) | latency=2604ms
2026-02-17 22:07:09.895 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.21K tokens (1210) | response=133 tokens | total=1.34K tokens (1343) | latency=1778ms
2026-02-17 22:07:11.230 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.33K tokens (1326) | response=53 tokens | total=1.38K tokens (1379) | latency=1301ms
2026-02-17 22:07:12.286 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.43K tokens (1433) | response=52 tokens | total=1.49K tokens (1485) | latency=1035ms
2026-02-17 22:07:14.499 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1554) | response=55 tokens | total=1.61K tokens (1609) | latency=2045ms
2026-02-17 22:07:16.218 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1652) | response=71 tokens | total=1.72K tokens (1723) | latency=1627ms
2026-02-17 22:07:18.706 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1645) | response=127 tokens | total=1.77K tokens (1772) | latency=2464ms
2026-02-17 22:07:20.123 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.66K tokens (1656) | response=65 tokens | total=1.72K tokens (1721) | latency=1395ms
2026-02-17 22:07:22.394 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1621) | response=121 tokens | total=1.74K tokens (1742) | latency=2147ms
2026-02-17 22:07:24.270 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1612) | response=79 tokens | total=1.69K tokens (1691) | latency=1809ms
2026-02-17 22:07:25.583 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.58K tokens (1576) | response=71 tokens | total=1.65K tokens (1647) | latency=1309ms
2026-02-17 22:07:27.464 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.59K tokens (1585) | response=88 tokens | total=1.67K tokens (1673) | latency=1716ms
2026-02-17 22:09:52.643 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1471) | response=76 tokens | total=1.55K tokens (1547) | latency=3977ms
2026-02-17 22:10:00.439 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1560) | response=113 tokens | total=1.67K tokens (1673) | latency=1577ms
2026-02-17 22:10:04.745 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1674) | response=121 tokens | total=1.80K tokens (1795) | latency=1799ms
2026-02-17 22:10:12.265 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1791) | response=68 tokens | total=1.86K tokens (1859) | latency=1409ms
2026-02-17 22:10:13.934 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.86K tokens (1855) | response=93 tokens | total=1.95K tokens (1948) | latency=1664ms
2026-02-17 22:10:24.209 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=33 tokens | total=2.01K tokens (2008) | latency=1208ms
2026-02-17 22:10:26.395 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=144 tokens | total=2.12K tokens (2119) | latency=2156ms
2026-02-17 22:10:30.651 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2022) | response=72 tokens | total=2.09K tokens (2094) | latency=1273ms
2026-02-17 22:10:33.198 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1994) | response=145 tokens | total=2.14K tokens (2139) | latency=1794ms
2026-02-17 22:10:35.006 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.07K tokens (2074) | response=126 tokens | total=2.20K tokens (2200) | latency=1764ms
2026-02-17 22:10:38.028 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.07K tokens (2072) | response=117 tokens | total=2.19K tokens (2189) | latency=1757ms
2026-02-17 22:10:54.141 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.10K tokens (2098) | response=163 tokens | total=2.26K tokens (2261) | latency=12266ms
2026-02-17 22:10:56.572 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (2000) | response=130 tokens | total=2.13K tokens (2130) | latency=2381ms
2026-02-17 22:10:58.787 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (1999) | response=143 tokens | total=2.14K tokens (2142) | latency=2130ms
2026-02-17 22:11:00.217 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.94K tokens (1944) | response=80 tokens | total=2.02K tokens (2024) | latency=1318ms
2026-02-17 22:11:08.914 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1888) | response=163 tokens | total=2.05K tokens (2051) | latency=3704ms
2026-02-17 22:11:10.115 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1893) | response=101 tokens | total=1.99K tokens (1994) | latency=1120ms
2026-02-17 22:11:17.081 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1947) | response=119 tokens | total=2.07K tokens (2066) | latency=1527ms
2026-02-17 22:11:18.925 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1980) | response=126 tokens | total=2.11K tokens (2106) | latency=1818ms
2026-02-17 22:11:23.079 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1994) | response=83 tokens | total=2.08K tokens (2077) | latency=1695ms
2026-02-17 22:11:28.213 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=90 tokens | total=1.23K tokens (1229) | latency=2587ms
2026-02-17 22:11:34.147 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.21K tokens (1210) | response=133 tokens | total=1.34K tokens (1343) | latency=1773ms
2026-02-17 22:11:35.479 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.33K tokens (1326) | response=53 tokens | total=1.38K tokens (1379) | latency=1287ms
2026-02-17 22:11:36.598 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.43K tokens (1433) | response=52 tokens | total=1.49K tokens (1485) | latency=1092ms
2026-02-17 22:11:38.435 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1554) | response=55 tokens | total=1.61K tokens (1609) | latency=1608ms
2026-02-17 22:11:40.077 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1652) | response=71 tokens | total=1.72K tokens (1723) | latency=1569ms
2026-02-17 22:11:42.420 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1645) | response=127 tokens | total=1.77K tokens (1772) | latency=2336ms
2026-02-17 22:11:43.634 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.66K tokens (1656) | response=65 tokens | total=1.72K tokens (1721) | latency=1194ms
2026-02-17 22:11:45.927 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1621) | response=147 tokens | total=1.77K tokens (1768) | latency=2181ms
2026-02-17 22:11:48.142 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1612) | response=78 tokens | total=1.69K tokens (1690) | latency=2147ms
2026-02-17 22:11:49.252 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.58K tokens (1577) | response=79 tokens | total=1.66K tokens (1656) | latency=1111ms
2026-02-17 22:16:46.101 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1471) | response=76 tokens | total=1.55K tokens (1547) | latency=4211ms
2026-02-17 22:16:55.177 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1560) | response=113 tokens | total=1.67K tokens (1673) | latency=1615ms
2026-02-17 22:17:01.939 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1674) | response=121 tokens | total=1.80K tokens (1795) | latency=2098ms
2026-02-17 22:17:09.554 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1791) | response=68 tokens | total=1.86K tokens (1859) | latency=1466ms
2026-02-17 22:17:11.164 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.86K tokens (1855) | response=93 tokens | total=1.95K tokens (1948) | latency=1595ms
2026-02-17 22:17:20.188 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=33 tokens | total=2.01K tokens (2008) | latency=1065ms
2026-02-17 22:17:22.271 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=144 tokens | total=2.12K tokens (2119) | latency=2006ms
2026-02-17 22:17:26.657 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2022) | response=72 tokens | total=2.09K tokens (2094) | latency=1269ms
2026-02-17 22:17:29.346 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1994) | response=145 tokens | total=2.14K tokens (2139) | latency=1976ms
2026-02-17 22:17:30.882 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.07K tokens (2074) | response=126 tokens | total=2.20K tokens (2200) | latency=1507ms
2026-02-17 22:17:33.718 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.07K tokens (2072) | response=117 tokens | total=2.19K tokens (2189) | latency=1727ms
2026-02-17 22:17:48.865 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.10K tokens (2098) | response=163 tokens | total=2.26K tokens (2261) | latency=12577ms
2026-02-17 22:17:50.570 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (2000) | response=130 tokens | total=2.13K tokens (2130) | latency=1660ms
2026-02-17 22:17:52.432 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (1999) | response=143 tokens | total=2.14K tokens (2142) | latency=1772ms
2026-02-17 22:17:53.828 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.94K tokens (1944) | response=80 tokens | total=2.02K tokens (2024) | latency=1284ms
2026-02-17 22:18:02.118 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1888) | response=163 tokens | total=2.05K tokens (2051) | latency=3282ms
2026-02-17 22:18:03.540 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1893) | response=101 tokens | total=1.99K tokens (1994) | latency=1339ms
2026-02-17 22:18:14.415 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1947) | response=119 tokens | total=2.07K tokens (2066) | latency=1858ms
2026-02-17 22:18:17.149 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1980) | response=126 tokens | total=2.11K tokens (2106) | latency=2704ms
2026-02-17 22:18:21.042 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1994) | response=83 tokens | total=2.08K tokens (2077) | latency=1953ms
2026-02-20 12:37:57.558 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1471) | response=76 tokens | total=1.55K tokens (1547) | latency=3813ms
2026-02-20 12:38:08.026 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1560) | response=113 tokens | total=1.67K tokens (1673) | latency=2193ms
2026-02-20 12:38:15.420 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1674) | response=121 tokens | total=1.80K tokens (1795) | latency=1778ms
2026-02-20 12:38:25.573 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1791) | response=68 tokens | total=1.86K tokens (1859) | latency=1651ms
2026-02-20 12:38:28.924 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.86K tokens (1855) | response=93 tokens | total=1.95K tokens (1948) | latency=3336ms
2026-02-20 12:38:35.996 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=33 tokens | total=2.01K tokens (2008) | latency=1045ms
2026-02-20 12:38:37.958 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1975) | response=144 tokens | total=2.12K tokens (2119) | latency=1887ms
2026-02-20 12:38:40.526 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2022) | response=72 tokens | total=2.09K tokens (2094) | latency=1161ms
2026-02-20 12:39:12.152 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2252) | response=91 tokens | total=2.34K tokens (2343) | latency=1505ms
2026-02-20 12:39:19.191 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2250) | response=105 tokens | total=2.36K tokens (2355) | latency=2024ms
2026-02-20 12:40:00.996 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.48K tokens (2477) | response=191 tokens | total=2.67K tokens (2668) | latency=11659ms
2026-02-20 12:40:02.755 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.52K tokens (2519) | response=142 tokens | total=2.66K tokens (2661) | latency=1724ms
2026-02-20 12:40:04.355 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.48K tokens (2475) | response=118 tokens | total=2.59K tokens (2593) | latency=1542ms
2026-02-20 12:40:06.116 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2246) | response=100 tokens | total=2.35K tokens (2346) | latency=1675ms
2026-02-20 12:40:38.876 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.53K tokens (2530) | response=141 tokens | total=2.67K tokens (2671) | latency=2615ms
2026-02-20 12:41:17.378 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.56K tokens (2562) | response=177 tokens | total=2.74K tokens (2739) | latency=8350ms
2026-02-20 12:41:19.001 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.50K tokens (2495) | response=92 tokens | total=2.59K tokens (2587) | latency=1591ms
2026-02-20 12:41:51.106 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.73K tokens (2725) | response=128 tokens | total=2.85K tokens (2853) | latency=1680ms
2026-02-20 12:41:52.758 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.70K tokens (2697) | response=69 tokens | total=2.77K tokens (2766) | latency=1236ms
2026-02-20 12:41:59.424 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.41K tokens (2413) | response=114 tokens | total=2.53K tokens (2527) | latency=1663ms
2026-02-20 12:42:31.274 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.40K tokens (2395) | response=75 tokens | total=2.47K tokens (2470) | latency=1421ms
2026-02-20 12:43:04.738 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.78K tokens (7780) | response=137 tokens | total=7.92K tokens (7917) | latency=2907ms
2026-02-20 12:43:06.562 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.52K tokens (7522) | response=78 tokens | total=7.60K tokens (7600) | latency=1368ms
2026-02-20 12:43:08.637 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.52K tokens (7522) | response=92 tokens | total=7.61K tokens (7614) | latency=1727ms
2026-02-20 12:43:41.449 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=12.77K tokens (12773) | response=110 tokens | total=12.88K tokens (12883) | latency=2320ms
2026-02-20 12:43:48.474 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=12.48K tokens (12475) | response=92 tokens | total=12.57K tokens (12567) | latency=2005ms
2026-02-20 12:43:55.435 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=8.39K tokens (8392) | response=77 tokens | total=8.47K tokens (8469) | latency=1697ms
2026-02-20 12:43:56.939 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=8.58K tokens (8578) | response=79 tokens | total=8.66K tokens (8657) | latency=1495ms
2026-02-20 12:44:03.881 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=91 tokens | total=1.23K tokens (1230) | latency=3169ms
2026-02-20 12:44:05.760 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.49K tokens (1493) | response=80 tokens | total=1.57K tokens (1573) | latency=1151ms
2026-02-20 12:44:07.019 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.76K tokens (1757) | response=73 tokens | total=1.83K tokens (1830) | latency=1232ms
2026-02-20 12:45:49.004 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1474) | response=77 tokens | total=1.55K tokens (1551) | latency=4377ms
2026-02-20 12:45:59.873 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1564) | response=106 tokens | total=1.67K tokens (1670) | latency=2722ms
2026-02-20 12:46:02.855 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.68K tokens (1677) | response=114 tokens | total=1.79K tokens (1791) | latency=1290ms
2026-02-20 12:46:10.575 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.79K tokens (1794) | response=70 tokens | total=1.86K tokens (1864) | latency=1840ms
2026-02-20 12:46:11.662 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.86K tokens (1859) | response=45 tokens | total=1.90K tokens (1904) | latency=1076ms
2026-02-20 12:46:20.218 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1979) | response=33 tokens | total=2.01K tokens (2012) | latency=878ms
2026-02-20 12:46:22.172 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.98K tokens (1978) | response=170 tokens | total=2.15K tokens (2148) | latency=1845ms
2026-02-20 12:46:24.420 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2049) | response=95 tokens | total=2.14K tokens (2144) | latency=1337ms
2026-02-20 12:46:59.941 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.28K tokens (2278) | response=141 tokens | total=2.42K tokens (2419) | latency=5361ms
2026-02-20 12:47:32.731 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.58K tokens (2580) | response=154 tokens | total=2.73K tokens (2734) | latency=2633ms
2026-02-20 12:47:34.100 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.57K tokens (2568) | response=92 tokens | total=2.66K tokens (2660) | latency=1309ms
2026-02-20 12:47:36.151 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.58K tokens (2575) | response=84 tokens | total=2.66K tokens (2659) | latency=1970ms
2026-02-20 12:48:07.758 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.74K tokens (2738) | response=126 tokens | total=2.86K tokens (2864) | latency=1430ms
2026-02-20 12:48:55.153 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.75K tokens (2752) | response=199 tokens | total=2.95K tokens (2951) | latency=14427ms
2026-02-20 12:49:16.645 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.45K tokens (2450) | response=180 tokens | total=2.63K tokens (2630) | latency=21465ms
2026-02-20 12:49:18.036 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.60K tokens (2602) | response=66 tokens | total=2.67K tokens (2668) | latency=1377ms
2026-02-20 12:49:20.551 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.57K tokens (2574) | response=106 tokens | total=2.68K tokens (2680) | latency=2502ms
2026-02-20 12:49:27.364 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=91 tokens | total=1.23K tokens (1230) | latency=3106ms
2026-02-20 12:49:33.251 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.21K tokens (1209) | response=119 tokens | total=1.33K tokens (1328) | latency=1985ms
2026-02-20 12:49:49.021 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.85K tokens (1852) | response=70 tokens | total=1.92K tokens (1922) | latency=1384ms
2026-02-20 12:49:50.153 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.12K tokens (2116) | response=24 tokens | total=2.14K tokens (2140) | latency=1123ms
2026-02-20 16:57:32.109 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1465) | response=76 tokens | total=1.54K tokens (1541) | latency=2845ms
2026-02-20 16:57:41.785 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1554) | response=91 tokens | total=1.65K tokens (1645) | latency=1458ms
2026-02-20 16:57:44.645 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1668) | response=46 tokens | total=1.71K tokens (1714) | latency=957ms
2026-02-20 16:57:49.806 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.78K tokens (1779) | response=21 tokens | total=1.80K tokens (1800) | latency=1098ms
2026-02-20 16:57:50.741 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.84K tokens (1844) | response=45 tokens | total=1.89K tokens (1889) | latency=931ms
2026-02-20 16:58:05.122 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.96K tokens (1964) | response=28 tokens | total=1.99K tokens (1992) | latency=937ms
2026-02-20 16:58:06.651 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.96K tokens (1964) | response=77 tokens | total=2.04K tokens (2041) | latency=1494ms
2026-02-20 16:58:09.293 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2020) | response=101 tokens | total=2.12K tokens (2121) | latency=1269ms
2026-02-20 16:58:40.949 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.26K tokens (2255) | response=94 tokens | total=2.35K tokens (2349) | latency=1539ms
2026-02-20 16:58:45.646 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2253) | response=95 tokens | total=2.35K tokens (2348) | latency=1683ms
2026-02-20 16:59:23.094 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.48K tokens (2480) | response=147 tokens | total=2.63K tokens (2627) | latency=7332ms
2026-02-20 17:01:20.612 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1466) | response=77 tokens | total=1.54K tokens (1543) | latency=2800ms
2026-02-20 17:01:29.746 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1555) | response=81 tokens | total=1.64K tokens (1636) | latency=1067ms
2026-02-20 17:01:33.888 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.67K tokens (1668) | response=46 tokens | total=1.71K tokens (1714) | latency=1250ms
2026-02-20 17:01:39.810 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.78K tokens (1780) | response=21 tokens | total=1.80K tokens (1801) | latency=1345ms
2026-02-20 17:01:41.149 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.84K tokens (1844) | response=45 tokens | total=1.89K tokens (1889) | latency=1330ms
2026-02-20 17:01:54.030 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.96K tokens (1964) | response=91 tokens | total=2.06K tokens (2055) | latency=1215ms
2026-02-20 17:01:55.255 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.97K tokens (1970) | response=42 tokens | total=2.01K tokens (2012) | latency=1187ms
2026-02-20 17:01:58.113 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1988) | response=33 tokens | total=2.02K tokens (2021) | latency=975ms
2026-02-20 17:02:31.215 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.22K tokens (2221) | response=101 tokens | total=2.32K tokens (2322) | latency=2972ms
2026-02-20 17:02:40.989 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.22K tokens (2219) | response=99 tokens | total=2.32K tokens (2318) | latency=6753ms
2026-02-20 17:03:09.891 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.74K tokens (2735) | response=84 tokens | total=2.82K tokens (2819) | latency=1407ms
2026-02-20 17:03:11.335 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.91K tokens (2913) | response=81 tokens | total=2.99K tokens (2994) | latency=1422ms
2026-02-20 17:04:01.296 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.45K tokens (1453) | response=84 tokens | total=1.54K tokens (1537) | latency=2919ms
2026-02-20 17:04:11.059 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.54K tokens (1543) | response=115 tokens | total=1.66K tokens (1658) | latency=1601ms
2026-02-20 17:04:13.757 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.66K tokens (1656) | response=46 tokens | total=1.70K tokens (1702) | latency=851ms
2026-02-20 17:04:20.455 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.77K tokens (1768) | response=45 tokens | total=1.81K tokens (1813) | latency=1130ms
2026-02-20 17:04:52.263 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.14K tokens (2137) | response=98 tokens | total=2.24K tokens (2235) | latency=1585ms
2026-02-20 17:04:53.859 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.20K tokens (2201) | response=108 tokens | total=2.31K tokens (2309) | latency=1589ms
2026-02-20 17:04:55.646 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2232) | response=112 tokens | total=2.34K tokens (2344) | latency=1746ms
2026-02-20 17:05:01.133 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.24K tokens (2236) | response=196 tokens | total=2.43K tokens (2432) | latency=5443ms
2026-02-20 17:05:02.398 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.34K tokens (2339) | response=66 tokens | total=2.41K tokens (2405) | latency=1233ms
2026-02-20 17:05:09.165 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2033) | response=130 tokens | total=2.16K tokens (2163) | latency=1753ms
2026-02-20 17:05:10.769 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.09K tokens (2087) | response=123 tokens | total=2.21K tokens (2210) | latency=1581ms
2026-02-20 17:05:12.061 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.09K tokens (2088) | response=98 tokens | total=2.19K tokens (2186) | latency=1231ms
2026-02-20 17:05:44.467 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.32K tokens (2317) | response=136 tokens | total=2.45K tokens (2453) | latency=2309ms
2026-02-20 17:05:47.452 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.17K tokens (2165) | response=168 tokens | total=2.33K tokens (2333) | latency=2955ms
2026-02-20 17:05:50.116 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.19K tokens (2190) | response=146 tokens | total=2.34K tokens (2336) | latency=2592ms
2026-02-20 17:05:56.537 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.13K tokens (2133) | response=97 tokens | total=2.23K tokens (2230) | latency=1428ms
2026-02-20 17:05:58.114 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.11K tokens (2108) | response=96 tokens | total=2.20K tokens (2204) | latency=1389ms
2026-02-20 17:06:17.848 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.42K tokens (2418) | response=80 tokens | total=2.50K tokens (2498) | latency=1272ms
2026-02-20 17:06:18.911 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.63K tokens (2629) | response=44 tokens | total=2.67K tokens (2673) | latency=1069ms
2026-02-20 17:06:23.880 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.14K tokens (1139) | response=91 tokens | total=1.23K tokens (1230) | latency=2567ms
